pid	frequency
1	1.0
423	1.0
1453	1.0
1782	1.0
1849	1.0
159	1.0
2177	1.0
3198	0.016555206913674157
284	1.0
900	1.0
3752	1.0
403	1.0
2864	1.0
3754	0.02756383844146514
353	1.0
3303	1.0
3432	1.0
3873	1.0
358	1.0
337	1.0
1615	1.0
2	0.09104835557245941
402	1.0
1029	0.09104835557245941
1032	0.09104835557245941
517	1.0
85	1.0
77	1.0
1792	1.0
1522	1.0
3	0.12590197880679957
1609	1.0
385	1.0
1794	0.12590197880679957
1943	0.12590197880679957
1947	0.12590197880679957
211	1.0
1954	1.0
2639	0.12590197880679957
3005	0.12590197880679957
3063	0.12590197880679957
3086	0.12590197880679957
49	0.12590197880679957
3491	0.12590197880679957
62	0.03173697611274867
138	0.12590197880679957
4239	0.03215957233262549
4288	0.12590197880679957
1607	0.12590197880679957
1326	1.0
2243	1.0
4296	0.12590197880679957
4590	1.0
82	0.02208065248856349
599	0.09104835557245941
4	1.0
24	1.0
2137	1.0
558	1.0
443	1.0
2647	1.0
19	1.0
27	1.0
2972	1.0
3019	0.016681985779637202
2273	1.0
70	1.0
103	1.0
444	1.0
311	1.0
2940	1.0
2866	1.0
4331	1.0
909	1.0
4372	1.0
4308	1.0
4093	1.0
2857	1.0
2411	1.0
1730	1.0
384	1.0
1721	1.0
1356	1.0
4107	1.0
407	0.12590197880679957
1967	1.0
3656	1.0
4490	1.0
1019	1.0
1577	1.0
293	1.0
4414	1.0
1983	1.0
3149	1.0
130	1.0
1660	1.0
3277	1.0
5	1.0
17	1.0
1637	0.09104835557245941
1705	0.09104835557245941
1873	1.0
1735	1.0
2657	1.0
1844	0.022323645314992657
3528	1.0
1009	0.09104835557245941
3755	1.0
483	1.0
1387	0.09104835557245941
1417	0.09104835557245941
3418	0.09104835557245941
2991	1.0
3517	1.0
4417	0.09104835557245941
609	0.09104835557245941
3294	1.0
3328	1.0
1031	1.0
871	1.0
1030	1.0
1648	1.0
176	1.0
5016	1.0
1350	1.0
2629	1.0
3911	1.0
3407	1.0
2061	1.0
1579	1.0
2080	1.0
1016	1.0
6	0.09104835557245941
766	0.09104835557245941
872	1.0
1476	0.12590197880679957
1931	0.12590197880679957
3883	1.0
3816	0.09104835557245941
4102	0.09104835557245941
1848	0.09104835557245941
3433	0.09104835557245941
1084	0.09104835557245941
2604	0.09104835557245941
2228	0.09104835557245941
3721	0.09104835557245941
7	1.0
1203	1.0
2201	0.09104835557245941
3001	1.0
3332	1.0
1726	0.09104835557245941
2934	1.0
41	1.0
1011	0.03173697611274867
227	1.0
2926	1.0
3143	1.0
3777	1.0
2295	1.0
4366	1.0
4197	1.0
3608	1.0
3371	0.09104835557245941
2532	1.0
152	1.0
1253	1.0
214	0.12590197880679957
1710	0.09104835557245941
37	1.0
2294	1.0
5079	1.0
1469	0.09104835557245941
3255	1.0
2700	1.0
4307	1.0
3525	1.0
8	1.0
454	1.0
870	1.0
1383	1.0
1078	1.0
1603	1.0
1930	1.0
2165	1.0
1559	1.0
2620	1.0
1205	1.0
3856	1.0
1571	1.0
4243	1.0
3344	1.0
778	1.0
3241	1.0
3620	1.0
3791	1.0
9	1.0
154	1.0
325	1.0
3082	0.12590197880679957
2821	0.02208065248856349
3011	0.03173697611274867
4076	1.0
395	0.12590197880679957
3053	0.03173697611274867
2312	1.0
4326	1.0
818	1.0
625	1.0
2501	1.0
2279	1.0
2567	1.0
10	0.03816043865487623
408	0.03816043865487623
502	0.03816043865487623
1516	0.03622706094893981
3759	0.03816043865487623
4941	0.03816043865487623
11	1.0
22	1.0
42	1.0
69	0.02756383844146514
181	1.0
378	1.0
186	1.0
619	1.0
620	1.0
622	1.0
623	1.0
628	1.0
854	1.0
1219	1.0
1525	1.0
175	1.0
1880	0.12590197880679957
1865	1.0
2232	0.02756383844146514
2366	1.0
2801	1.0
2976	1.0
2632	0.029972636894762976
3410	1.0
3360	1.0
3701	1.0
258	1.0
1922	1.0
84	1.0
2320	1.0
1948	1.0
2478	1.0
2021	1.0
635	1.0
4546	1.0
1088	1.0
3445	1.0
4710	1.0
1626	1.0
1997	1.0
4713	1.0
4734	1.0
3437	1.0
4071	1.0
3718	1.0
3550	1.0
1639	1.0
505	1.0
490	1.0
4942	1.0
260	1.0
1101	1.0
12	1.0
21	1.0
1759	1.0
2454	1.0
3534	1.0
489	1.0
1174	1.0
3749	1.0
3140	1.0
1375	1.0
2231	1.0
4192	1.0
2677	1.0
1951	0.016681985779637202
1738	1.0
4701	1.0
3703	1.0
1657	1.0
3013	1.0
2039	1.0
1489	1.0
1787	1.0
1941	1.0
1521	1.0
270	1.0
2660	1.0
1753	1.0
2526	1.0
3244	1.0
4894	0.12590197880679957
3080	1.0
1446	1.0
4226	1.0
3122	1.0
2877	1.0
382	1.0
3247	1.0
4612	1.0
2740	1.0
2863	1.0
1813	1.0
3591	1.0
1762	1.0
2919	1.0
3878	1.0
345	1.0
3287	1.0
4270	1.0
3267	1.0
3145	1.0
13	0.03816043865487623
347	1.0
348	1.0
1017	0.03816043865487623
1993	1.0
1184	0.03816043865487623
2637	0.03816043865487623
1769	0.03816043865487623
239	0.006518546691599843
3785	1.0
4443	1.0
1578	1.0
1508	0.03816043865487623
1507	0.03816043865487623
79	0.006518546691599843
160	0.03215957233262549
250	1.0
4802	1.0
14	1.0
47	1.0
357	1.0
982	1.0
2393	1.0
3946	1.0
1689	1.0
4055	1.0
15	1.0
1036	1.0
456	0.016681985779637202
3420	1.0
2250	1.0
3672	0.016681985779637202
1891	0.09104835557245941
3902	0.016681985779637202
1567	0.09104835557245941
3866	1.0
4099	1.0
2158	0.016681985779637202
1591	1.0
1628	1.0
354	1.0
3845	1.0
552	0.09104835557245941
2151	1.0
16	1.0
902	1.0
1450	1.0
1496	1.0
1515	1.0
1519	1.0
1688	1.0
1690	1.0
2659	1.0
562	1.0
1505	1.0
1569	1.0
1535	1.0
3584	1.0
361	1.0
3650	1.0
3154	0.029972636894762976
3872	0.02756383844146514
3847	1.0
4089	1.0
2172	1.0
708	1.0
3021	1.0
3272	1.0
5049	1.0
4442	1.0
661	1.0
1424	1.0
376	1.0
18	0.09104835557245941
87	0.09104835557245941
272	0.03816043865487623
349	0.028144908243795758
674	0.028144908243795758
776	0.09104835557245941
1137	1.0
1231	0.028144908243795758
1262	0.09104835557245941
