pid	frequency
1	0.02022867194371152
2	0.10993843447669306
3	0.08267370272647317
4	0.0
5	0.004397537379067723
6	0.014951627088830256
7	0.007036059806508356
8	0.054529463500439745
9	0.0017590149516270893
10	0.04133685136323658
11	0.01759014951627089
12	0.022867194371152155
13	0.05804749340369394
14	0.009674582233948988
15	0.057167985927880395
16	0.013192612137203167
17	0.0378188214599824
18	0.024626209322779247
19	0.1345646437994723
20	0.021108179419525065
21	0.17766051011433595
22	0.08970976253298153
23	0.019349164467897976
24	0.37994722955145116
25	0.022867194371152155
26	0.07299912049252419
27	0.058927000879507474
28	0.0008795074758135447
29	0.011433597185576077
30	0.0035180299032541787
31	0.03605980650835532
32	0.17414248021108178
33	0.0035180299032541787
34	0.056288478452066845
35	0.0
36	0.021108179419525065
37	0.1565523306948109
38	0.04925241864555849
39	0.07651715039577836
40	0.0017590149516270893
41	0.012313104661389622
42	0.0035180299032541787
43	0.016710642040457344
44	0.014072119613016711
45	0.025505716798592787
46	0.019349164467897976
47	0.009674582233948988
48	0.057167985927880395
49	0.06244503078276165
50	0.009674582233948988
51	0.02814423922603342
52	0.027264731750219876
53	0.0008795074758135447
54	0.006156552330694811
55	0.021987686895338608
56	0.009674582233948988
57	0.027264731750219876
58	0.005277044854881266
59	0.05804749340369394
60	0.014951627088830256
61	0.010554089709762533
62	0.5954265611257696
63	0.010554089709762533
64	0.012313104661389622
65	0.007036059806508356
66	0.006156552330694811
67	0.04837291116974494
68	0.019349164467897976
69	0.0017590149516270893
70	0.11433597185576076
71	0.03605980650835532
72	0.014072119613016711
73	0.1512752858399296
74	0.0378188214599824
75	0.024626209322779247
76	0.013192612137203167
77	0.11433597185576076
78	0.0
79	0.055408970976253295
80	0.024626209322779247
81	0.016710642040457344
82	0.01759014951627089
83	0.2339489885664028
84	0.4186455584872471
85	0.055408970976253295
86	0.018469656992084433
87	0.018469656992084433
88	0.014072119613016711
89	0.04133685136323658
90	0.02990325417766051
91	0.0035180299032541787
92	0.0017590149516270893
93	0.07299912049252419
94	0.13632365875109936
95	0.007915567282321902
96	0.04309586631486368
97	0.007036059806508356
98	0.014072119613016711
99	0.004397537379067723
100	0.010554089709762533
101	0.011433597185576077
102	0.004397537379067723
103	0.7598944591029023
104	0.025505716798592787
105	0.1072999120492524
106	0.04397537379067722
107	0.024626209322779247
108	0.024626209322779247
109	0.027264731750219876
110	0.023746701846965697
111	0.0615655233069481
112	0.011433597185576077
113	0.014951627088830256
114	0.040457343887423045
115	0.016710642040457344
116	0.002638522427440634
117	0.04397537379067722
118	0.02638522427440633
119	0.055408970976253295
120	0.09586631486367635
121	0.1090589270008795
122	0.002638522427440634
123	0.011433597185576077
124	0.007036059806508356
125	0.060686015831134574
126	0.022867194371152155
127	0.0
128	0.013192612137203167
129	0.023746701846965697
130	0.06860158311345646
131	0.0035180299032541787
132	0.012313104661389622
133	0.007036059806508356
134	0.0008795074758135447
135	0.022867194371152155
136	0.011433597185576077
137	0.002638522427440634
138	0.0
139	0.007915567282321902
140	0.07651715039577836
141	0.03605980650835532
142	0.0008795074758135447
143	0.03430079155672824
144	0.0378188214599824
145	0.0035180299032541787
146	0.018469656992084433
147	0.04221635883905013
148	0.055408970976253295
149	0.002638522427440634
150	0.08091468777484608
151	0.022867194371152155
152	0.2805628847845207
153	0.016710642040457344
154	0.0017590149516270893
155	0.0
156	0.07563764291996482
157	0.03430079155672824
158	0.0
159	0.005277044854881266
160	0.06420404573438875
161	0.0395778364116095
162	0.014072119613016711
163	0.02990325417766051
164	0.05013192612137204
165	0.013192612137203167
166	0.007915567282321902
167	0.02022867194371152
168	0.02638522427440633
169	0.010554089709762533
170	0.1310466138962181
171	0.14160070360598062
172	0.012313104661389622
173	0.09674582233948989
174	0.002638522427440634
175	0.007915567282321902
176	0.08443271767810026
177	0.15567282321899734
178	0.004397537379067723
179	0.07124010554089709
180	0.12928759894459102
181	0.002638522427440634
182	0.007036059806508356
183	0.07387862796833773
184	0.0008795074758135447
185	0.008795074758135443
186	0.06948109058927
187	0.005277044854881266
188	0.12752858399296396
189	0.058927000879507474
190	0.053649956024626216
191	0.05101143359718557
192	0.1029023746701847
193	0.06948109058927
194	0.0035180299032541787
195	0.02022867194371152
196	0.021108179419525065
197	0.04573438874230431
198	0.013192612137203167
199	0.06948109058927
200	0.0035180299032541787
201	0.013192612137203167
202	0.005277044854881266
203	0.09410729991204925
204	0.01759014951627089
205	0.009674582233948988
206	0.005277044854881266
207	0.10466138962181178
208	0.057167985927880395
209	0.007915567282321902
210	0.0017590149516270893
211	0.16358839050131926
212	0.021987686895338608
213	0.09146877748460862
214	0.12576956904133685
215	0.029023746701846966
216	0.0
217	0.0158311345646438
218	0.011433597185576077
219	0.009674582233948988
220	0.0
221	0.005277044854881266
222	0.05804749340369394
223	0.05101143359718557
224	0.021987686895338608
225	0.021108179419525065
226	0.007036059806508356
227	0.4854881266490765
228	0.07299912049252419
229	0.014951627088830256
230	0.016710642040457344
231	0.0017590149516270893
232	0.006156552330694811
233	0.005277044854881266
234	0.013192612137203167
235	0.0035180299032541787
236	0.014072119613016711
237	0.002638522427440634
238	0.007915567282321902
239	0.014951627088830256
240	0.0035180299032541787
241	0.0
242	0.006156552330694811
243	0.02022867194371152
244	0.0008795074758135447
245	0.006156552330694811
246	0.031662269129287594
247	0.031662269129287594
248	0.0
249	0.002638522427440634
250	0.4063324538258575
251	0.03869832893579595
252	0.0
253	0.004397537379067723
254	0.031662269129287594
255	0.11257695690413369
256	0.07563764291996482
257	0.0158311345646438
258	0.3491644678979771
259	0.029023746701846966
260	0.0008795074758135447
261	0.031662269129287594
262	0.07124010554089709
263	0.04221635883905013
264	0.02814423922603342
265	0.03342128408091469
266	0.008795074758135443
267	0.01759014951627089
268	0.06860158311345646
269	0.007036059806508356
270	0.022867194371152155
271	0.019349164467897976
272	0.0008795074758135447
273	0.007915567282321902
274	0.036939313984168866
275	0.021108179419525065
276	0.0008795074758135447
277	0.023746701846965697
278	0.006156552330694811
279	0.03342128408091469
280	0.0017590149516270893
281	0.011433597185576077
282	0.023746701846965697
283	0.006156552330694811
284	0.021987686895338608
285	0.021108179419525065
286	0.007915567282321902
287	0.02814423922603342
288	0.0035180299032541787
289	0.021108179419525065
290	0.007915567282321902
291	0.0395778364116095
292	0.0035180299032541787
293	0.06684256816182937
294	0.014951627088830256
295	0.0158311345646438
296	0.0008795074758135447
297	0.011433597185576077
298	0.07475813544415127
299	0.0
300	0.021108179419525065
301	0.007915567282321902
302	0.079155672823219
303	0.0
304	0.013192612137203167
305	0.027264731750219876
306	0.010554089709762533
307	0.02990325417766051
308	0.021108179419525065
309	0.0035180299032541787
310	0.15391380826737028
311	0.03342128408091469
312	0.0
313	0.054529463500439745
314	0.007915567282321902
315	0.0378188214599824
316	0.03518029903254177
317	0.005277044854881266
318	0.024626209322779247
319	0.057167985927880395
320	0.0035180299032541787
321	0.008795074758135443
322	0.10642040457343888
323	0.006156552330694811
324	0.02638522427440633
325	1.0
326	0.02990325417766051
327	0.06684256816182937
328	0.032541776605101144
329	0.06596306068601583
330	0.059806508355321024
331	0.021987686895338608
332	0.04133685136323658
333	0.007036059806508356
334	0.1090589270008795
335	0.007036059806508356
336	0.10554089709762533
337	0.030782761653474055
338	0.1433597185576077
339	0.0
340	0.0008795074758135447
341	0.0008795074758135447
342	0.06772207563764293
343	0.04925241864555849
344	0.007036059806508356
345	0.09234828496042216
346	0.03605980650835532
347	0.060686015831134574
348	0.058927000879507474
349	0.023746701846965697
350	0.0035180299032541787
351	0.023746701846965697
352	0.0158311345646438
353	0.036939313984168866
354	0.007915567282321902
355	0.13720316622691292
356	0.01759014951627089
357	0.002638522427440634
358	0.14951627088830255
359	0.031662269129287594
360	0.018469656992084433
361	0.007036059806508356
362	0.024626209322779247
363	0.009674582233948988
364	0.15567282321899734
365	0.016710642040457344
366	0.11609498680738786
367	0.0035180299032541787
368	0.08267370272647317
369	0.032541776605101144
370	0.010554089709762533
371	0.022867194371152155
372	0.002638522427440634
373	0.0017590149516270893
374	0.013192612137203167
375	0.002638522427440634
376	0.014951627088830256
377	0.0
378	0.03430079155672824
379	0.09762532981530342
380	0.002638522427440634
381	0.0378188214599824
382	0.009674582233948988
383	0.008795074758135443
384	0.02022867194371152
385	0.04837291116974494
386	0.014951627088830256
387	0.005277044854881266
388	0.021987686895338608
389	0.07299912049252419
390	0.04837291116974494
391	0.021987686895338608
392	0.0017590149516270893
393	0.0035180299032541787
394	0.007915567282321902
395	0.04749340369393139
396	0.11345646437994723
397	0.004397537379067723
398	0.007915567282321902
399	0.05013192612137204
400	0.007036059806508356
401	0.055408970976253295
402	0.002638522427440634
403	0.016710642040457344
404	0.04309586631486368
405	0.0
406	0.04221635883905013
407	0.4846086191732629
408	0.052770448548812667
409	0.022867194371152155
410	0.03518029903254177
411	0.11433597185576076
412	0.002638522427440634
413	0.02022867194371152
414	0.0870712401055409
415	0.021987686895338608
416	0.021987686895338608
417	0.04749340369393139
418	0.007915567282321902
419	0.01759014951627089
420	0.0017590149516270893
421	0.17150395778364114
422	0.002638522427440634
423	0.010554089709762533
424	0.01759014951627089
425	0.08795074758135443
426	0.012313104661389622
427	0.008795074758135443
428	0.019349164467897976
429	0.007036059806508356
430	0.022867194371152155
431	0.0008795074758135447
432	0.0008795074758135447
433	0.0017590149516270893
434	0.0
435	0.056288478452066845
436	0.0035180299032541787
437	0.0017590149516270893
438	0.021108179419525065
439	0.002638522427440634
440	0.08003518029903255
441	0.02990325417766051
442	0.013192612137203167
443	0.09850483729111698
444	0.1846965699208443
445	0.010554089709762533
446	0.09146877748460862
447	0.0017590149516270893
448	0.04749340369393139
449	0.0035180299032541787
450	0.027264731750219876
451	0.002638522427440634
452	0.056288478452066845
453	0.04133685136323658
454	0.002638522427440634
455	0.005277044854881266
456	0.02022867194371152
457	0.010554089709762533
458	0.05189094107299912
459	0.002638522427440634
460	0.014072119613016711
461	0.005277044854881266
462	0.04221635883905013
463	0.04837291116974494
464	0.09586631486367635
465	0.0008795074758135447
466	0.04661389621811786
467	0.025505716798592787
468	0.08179419525065963
469	0.022867194371152155
470	0.0
471	0.0
472	0.002638522427440634
473	0.018469656992084433
474	0.04485488126649076
475	0.021108179419525065
476	0.0035180299032541787
477	0.019349164467897976
478	0.01759014951627089
479	0.025505716798592787
480	0.03518029903254177
481	0.04573438874230431
482	0.024626209322779247
483	0.012313104661389622
484	0.025505716798592787
485	0.0
486	0.002638522427440634
487	0.022867194371152155
488	0.007915567282321902
489	0.013192612137203167
490	0.04749340369393139
491	0.022867194371152155
492	0.004397537379067723
493	0.007915567282321902
494	0.008795074758135443
495	0.005277044854881266
496	0.0
497	0.0
498	0.05189094107299912
499	0.15039577836411608
500	0.04485488126649076
501	0.018469656992084433
502	0.04925241864555849
503	0.0035180299032541787
504	0.004397537379067723
505	0.09146877748460862
506	0.05804749340369394
507	0.02022867194371152
508	0.013192612137203167
509	0.04573438874230431
510	0.019349164467897976
511	0.04749340369393139
512	0.004397537379067723
513	0.002638522427440634
514	0.09322779243623572
515	0.03605980650835532
516	0.014072119613016711
517	0.1767810026385224
518	0.06948109058927
519	0.0
520	0.11961301671064205
521	0.008795074758135443
522	0.02022867194371152
523	0.03869832893579595
524	0.0378188214599824
525	0.004397537379067723
526	0.006156552330694811
527	0.009674582233948988
528	0.013192612137203167
529	0.11433597185576076
530	0.004397537379067723
531	0.005277044854881266
532	0.02638522427440633
533	0.02022867194371152
534	0.0035180299032541787
535	0.06596306068601583
536	0.014951627088830256
537	0.03342128408091469
538	0.04397537379067722
539	0.006156552330694811
540	0.0035180299032541787
541	0.036939313984168866
542	0.0
543	0.0035180299032541787
544	0.04221635883905013
545	0.06948109058927
546	0.0008795074758135447
547	0.0017590149516270893
548	0.0008795074758135447
549	0.021987686895338608
550	0.030782761653474055
551	0.05189094107299912
552	0.014072119613016711
553	0.02814423922603342
554	0.05013192612137204
555	0.04309586631486368
556	0.009674582233948988
557	0.0008795074758135447
558	0.008795074758135443
559	0.023746701846965697
560	0.011433597185576077
561	0.007036059806508356
562	0.019349164467897976
563	0.010554089709762533
564	0.012313104661389622
565	0.013192612137203167
566	0.02638522427440633
567	0.019349164467897976
568	0.07563764291996482
569	0.032541776605101144
570	0.05189094107299912
571	0.04925241864555849
572	0.029023746701846966
573	0.04133685136323658
574	0.007036059806508356
575	0.004397537379067723
576	0.011433597185576077
577	0.018469656992084433
578	0.02990325417766051
579	0.04749340369393139
580	0.0
581	0.02990325417766051
582	0.11081794195250659
583	0.03342128408091469
584	0.010554089709762533
585	0.0008795074758135447
586	0.004397537379067723
587	0.008795074758135443
588	0.09498680738786279
589	0.013192612137203167
590	0.018469656992084433
591	0.013192612137203167
592	0.04749340369393139
593	0.06596306068601583
594	0.04133685136323658
595	0.016710642040457344
596	0.04837291116974494
597	0.002638522427440634
598	0.057167985927880395
599	0.1908531222515391
600	0.0395778364116095
601	0.11785400175901495
602	0.007915567282321902
603	0.04309586631486368
604	0.013192612137203167
605	0.009674582233948988
606	0.014072119613016711
607	0.007036059806508356
608	0.036939313984168866
609	0.021987686895338608
610	0.02638522427440633
611	0.021987686895338608
612	0.014951627088830256
613	0.011433597185576077
614	0.027264731750219876
615	0.040457343887423045
616	0.005277044854881266
617	0.027264731750219876
618	0.15039577836411608
619	0.04573438874230431
620	0.02814423922603342
621	0.02022867194371152
622	0.05804749340369394
623	0.054529463500439745
624	0.03869832893579595
625	0.2304309586631486
626	0.0008795074758135447
627	0.009674582233948988
628	0.04749340369393139
629	0.0008795074758135447
630	0.0158311345646438
631	0.058927000879507474
632	0.029023746701846966
633	0.058927000879507474
634	0.012313104661389622
635	0.018469656992084433
636	0.040457343887423045
637	0.027264731750219876
638	0.014951627088830256
639	0.006156552330694811
640	0.05101143359718557
641	0.01759014951627089
642	0.014951627088830256
643	0.004397537379067723
644	0.021108179419525065
645	0.014072119613016711
646	0.009674582233948988
647	0.02814423922603342
648	0.013192612137203167
649	0.05101143359718557
650	0.0378188214599824
651	0.057167985927880395
652	0.004397537379067723
653	0.004397537379067723
654	0.002638522427440634
655	0.0017590149516270893
656	0.02814423922603342
657	0.002638522427440634
658	0.013192612137203167
659	0.021108179419525065
660	0.022867194371152155
661	0.010554089709762533
662	0.022867194371152155
663	0.014951627088830256
664	0.016710642040457344
665	0.0
666	0.014072119613016711
667	0.05013192612137204
668	0.029023746701846966
669	0.01759014951627089
670	0.007915567282321902
671	0.02022867194371152
672	0.04661389621811786
673	0.054529463500439745
674	0.021108179419525065
675	0.04221635883905013
676	0.04309586631486368
677	0.04925241864555849
678	0.0008795074758135447
679	0.0017590149516270893
680	0.022867194371152155
681	0.008795074758135443
682	0.07036059806508356
683	0.009674582233948988
684	0.018469656992084433
685	0.021108179419525065
686	0.052770448548812667
687	0.013192612137203167
688	0.1072999120492524
689	0.0017590149516270893
690	0.03342128408091469
691	0.09850483729111698
692	0.05101143359718557
693	0.029023746701846966
694	0.040457343887423045
695	0.023746701846965697
696	0.02814423922603342
697	0.007915567282321902
698	0.022867194371152155
699	0.032541776605101144
700	0.014951627088830256
701	0.0008795074758135447
702	0.07563764291996482
703	0.018469656992084433
704	0.016710642040457344
705	0.007915567282321902
706	0.025505716798592787
707	0.04485488126649076
708	0.04925241864555849
709	0.03605980650835532
710	0.060686015831134574
711	0.0
712	0.005277044854881266
713	0.008795074758135443
714	0.03869832893579595
715	0.06508355321020229
716	0.0395778364116095
717	0.02638522427440633
718	0.055408970976253295
719	0.0
720	0.024626209322779247
721	0.04221635883905013
722	0.0017590149516270893
723	0.014072119613016711
724	0.04133685136323658
725	0.054529463500439745
726	0.005277044854881266
727	0.01759014951627089
728	0.04397537379067722
729	0.01759014951627089
730	0.024626209322779247
731	0.009674582233948988
732	0.02990325417766051
733	0.0017590149516270893
734	0.016710642040457344
735	0.031662269129287594
736	0.0
737	0.040457343887423045
738	0.04221635883905013
739	0.09498680738786279
740	0.029023746701846966
741	0.027264731750219876
742	0.0158311345646438
743	0.021108179419525065
744	0.005277044854881266
745	0.032541776605101144
746	0.08619173262972736
747	0.012313104661389622
748	0.04133685136323658
749	0.011433597185576077
750	0.021108179419525065
751	0.005277044854881266
752	0.02638522427440633
753	0.0
754	0.006156552330694811
755	0.002638522427440634
756	0.02022867194371152
757	0.07211961301671065
758	0.056288478452066845
759	0.02990325417766051
760	0.09674582233948989
761	0.012313104661389622
762	0.060686015831134574
763	0.029023746701846966
764	0.019349164467897976
765	0.016710642040457344
766	0.009674582233948988
767	0.0017590149516270893
768	0.01759014951627089
769	0.07827616534740545
770	0.057167985927880395
771	0.019349164467897976
772	0.14160070360598062
773	0.0
774	0.0017590149516270893
775	0.021108179419525065
776	0.052770448548812667
777	0.019349164467897976
778	0.11961301671064205
779	0.004397537379067723
780	0.055408970976253295
781	0.03342128408091469
782	0.04309586631486368
783	0.011433597185576077
784	0.03605980650835532
785	0.013192612137203167
786	0.04485488126649076
787	0.0
788	0.02022867194371152
789	0.006156552330694811
790	0.0
791	0.060686015831134574
792	0.027264731750219876
793	0.012313104661389622
794	0.06948109058927
795	0.014072119613016711
796	0.027264731750219876
797	0.016710642040457344
798	0.002638522427440634
799	0.09146877748460862
800	0.0017590149516270893
801	0.03605980650835532
802	0.022867194371152155
803	0.021987686895338608
804	0.014951627088830256
805	0.01759014951627089
806	0.07563764291996482
807	0.02990325417766051
808	0.06772207563764293
809	0.059806508355321024
810	0.012313104661389622
811	0.021987686895338608
812	0.08091468777484608
813	0.07827616534740545
814	0.012313104661389622
815	0.01759014951627089
816	0.04309586631486368
817	0.002638522427440634
818	0.0008795074758135447
819	0.008795074758135443
820	0.006156552330694811
821	0.0378188214599824
822	0.0017590149516270893
823	0.0
824	0.029023746701846966
825	0.06860158311345646
826	0.025505716798592787
827	0.06860158311345646
828	0.01759014951627089
829	0.04573438874230431
830	0.016710642040457344
831	0.04485488126649076
832	0.014951627088830256
833	0.03342128408091469
834	0.08795074758135443
835	0.01759014951627089
836	0.056288478452066845
837	0.06508355321020229
838	0.040457343887423045
839	0.0870712401055409
840	0.027264731750219876
841	0.01759014951627089
842	0.04309586631486368
843	0.02814423922603342
844	0.03342128408091469
845	0.018469656992084433
846	0.010554089709762533
847	0.0017590149516270893
848	0.02990325417766051
849	0.004397537379067723
850	0.08003518029903255
851	0.0633245382585752
852	0.055408970976253295
853	0.014072119613016711
854	0.058927000879507474
855	0.029023746701846966
856	0.03518029903254177
857	0.027264731750219876
858	0.008795074758135443
859	0.057167985927880395
860	0.03430079155672824
861	0.014951627088830256
862	0.03342128408091469
863	0.06860158311345646
864	0.007915567282321902
865	0.0
866	0.04573438874230431
867	0.004397537379067723
868	0.02638522427440633
869	0.02990325417766051
870	0.023746701846965697
871	0.023746701846965697
872	0.014951627088830256
873	0.03518029903254177
874	0.007036059806508356
875	0.005277044854881266
876	0.03605980650835532
877	0.021108179419525065
878	0.011433597185576077
879	0.0
880	0.014072119613016711
881	0.03430079155672824
882	0.018469656992084433
883	0.024626209322779247
884	0.021987686895338608
885	0.002638522427440634
886	0.029023746701846966
887	0.0008795074758135447
888	0.04309586631486368
889	0.004397537379067723
890	0.04221635883905013
891	0.004397537379067723
892	0.09498680738786279
893	0.006156552330694811
894	0.024626209322779247
895	0.02022867194371152
896	0.02814423922603342
897	0.032541776605101144
898	0.3175021987686895
899	0.008795074758135443
900	0.04837291116974494
901	0.022867194371152155
